file1,file2,predicted_label
bd0360cf0ecf41f0927fb171e0b77b16.pdf,d69b4380f09c42b3aafd57de68b6d7d6.pdf,0
c3e07c4971b9409eb59190a9cc7a675e.pdf,b99c3f34094542d3856e6b04ac54103e.pdf,1
44dbc9535d2d44f381898b01ea9ac17d.pdf,3bf3402fb59a47c9b01753cbfd837bb4.pdf,0
99d449932e854bed907ed4d4cb787fb6.pdf,34c902a89df442f783f42d84afaeb348.pdf,0
1fb3c5577aeb4be7abe0417d4fd089f9.pdf,99d449932e854bed907ed4d4cb787fb6.pdf,0
d97821c238c341fcafcabc8fb3650530.pdf,b7b471df518a429290a1f4cbbb84ca6f.pdf,1
a31ff8e007604c9c80cca423bcdee533.pdf,a74fbc1b155c48828289e946a8554007.pdf,1
bd0360cf0ecf41f0927fb171e0b77b16.pdf,48fc073ac81e4277b4bf431cda76a521.pdf,0
1ea8ed97eae04c19b5bddef8ca623e73.pdf,34c902a89df442f783f42d84afaeb348.pdf,1
9301aea5244842d68729af0740b90f87.pdf,a08c6d291b1f41e4b94440c3cedfdbc8.pdf,1
08e09d06c4624fc08cf7edf2f2bb8c93.pdf,703f0e5e39a247068d8b846ce1b5460d.pdf,1
f59d7b4162274e5db90ae16f0afc961b.pdf,3dfbbd094fc44497a9d7c5d75e3591b7.pdf,0
b99c3f34094542d3856e6b04ac54103e.pdf,1bb81627ceb440b78b9a9c02bd0f6afb.pdf,1
b3bf8b924284486fa87a80b343d01ec0.pdf,1bb81627ceb440b78b9a9c02bd0f6afb.pdf,1
24f6c9c275bc4be49d64d2a96b3904a4.pdf,81f2d972474e4d969b7489c7219415a0.pdf,0
48fc073ac81e4277b4bf431cda76a521.pdf,09586df6f8d54df0bffc60ff9c3dbc2b.pdf,0
df4013d5602743eba5e1603c0e2fcbee.pdf,b99c3f34094542d3856e6b04ac54103e.pdf,0
d723258cb86d4c788a4f4dcade6409de.pdf,1bb81627ceb440b78b9a9c02bd0f6afb.pdf,1
519999a0c99e4b76bab0873fea13c3a9.pdf,fc67b764dab9445bae5fcdd4a7505b03.pdf,1
d7315f6ab3904ff8b490ff0186139bb4.pdf,b3bf8b924284486fa87a80b343d01ec0.pdf,0
fb5403de15ea4675bdf2a0e709ba519a.pdf,94123c1c7bc74db8ab84bb44770a590b.pdf,1
2dc5fb879ca945b1a9588a4a74212168.pdf,72cc5ab883164287905ef357218c0c9a.pdf,0
3f27d7656bb448a99f17d84371e83f54.pdf,c2a7281c2fe04299ab4aba8d1d51d4d9.pdf,0
b99c3f34094542d3856e6b04ac54103e.pdf,20353a45b1ea4844a2493f391f2e5e4e.pdf,1
d4312f5ef8524be8bb0f90f8fd6ded50.pdf,d8d4aca32d9e4be099112e418fb03441.pdf,1
f59d7b4162274e5db90ae16f0afc961b.pdf,94123c1c7bc74db8ab84bb44770a590b.pdf,0
55c7ca7828a54f96807e719c304a1b2e.pdf,aae80230b53a4b6ba49ec2f9559cd665.pdf,0
ec5b6656b13e4e3c9e1ddcedb57d89e1.pdf,6686de5e30094a0caa636f7c68f16419.pdf,0
81f2d972474e4d969b7489c7219415a0.pdf,b7b471df518a429290a1f4cbbb84ca6f.pdf,1
08e09d06c4624fc08cf7edf2f2bb8c93.pdf,44dbc9535d2d44f381898b01ea9ac17d.pdf,0
81f2d972474e4d969b7489c7219415a0.pdf,84d7f0923c35454d9a52aa8e29556eb6.pdf,0
4fb50ac2692746d68209d60ad782b52e.pdf,0d51629e005b42498eedba3a0885f654.pdf,1
c159e8060e22465997eca3c7b2bea53a.pdf,6fc1482087094e49b45b3d5b398a190c.pdf,0
aa9cd252e20b4eeab517aa8b52b489f0.pdf,63ab45933f284afabad05f81e7a41d95.pdf,0
8a743a40edc540b48e91343640eaa628.pdf,0d801c37332d4b13aae892e91d7f3b11.pdf,0
e45843a158e940899ba6e114d50b6b5a.pdf,48fc073ac81e4277b4bf431cda76a521.pdf,0
53c398282d004d8fb00b6361e453e0c6.pdf,bf5100383a04432db72ff531d46a3782.pdf,0
450951a6172445d287d7c7e625e11aa8.pdf,1bb81627ceb440b78b9a9c02bd0f6afb.pdf,1
59040a656e5a4ffcbd074cba2f4e51f5.pdf,42c1e3e07cc94138a1b4468c2a3ecb0b.pdf,0
d4312f5ef8524be8bb0f90f8fd6ded50.pdf,94123c1c7bc74db8ab84bb44770a590b.pdf,1
84964e8e81a7434fa7341c73eb1258e0.pdf,80fa439370bd4b9aaac7e93f312fe540.pdf,0
6686de5e30094a0caa636f7c68f16419.pdf,a26d1a3a9839425c8acbe68a4ee40301.pdf,0
bc923d1430af47c2a9e0350acaf03dd1.pdf,f59d7b4162274e5db90ae16f0afc961b.pdf,1
e9a4e3c76e3340b6b584d25bc8411728.pdf,49e5a4f22cdb4375a06304e61cb5676a.pdf,1
84d7f0923c35454d9a52aa8e29556eb6.pdf,a74fbc1b155c48828289e946a8554007.pdf,1
478cb8dc23204a96ae6b1e31abdd3629.pdf,69b5e243d4ed4a219fd76b5bc2623208.pdf,0
4fb50ac2692746d68209d60ad782b52e.pdf,48fc073ac81e4277b4bf431cda76a521.pdf,0
84d7f0923c35454d9a52aa8e29556eb6.pdf,44dbc9535d2d44f381898b01ea9ac17d.pdf,0
2b304aec85e340d0ab6a57288ceda9e7.pdf,b38f024f10204814a466f7f079f0eb0f.pdf,0
08e09d06c4624fc08cf7edf2f2bb8c93.pdf,d8d4aca32d9e4be099112e418fb03441.pdf,0
bac1fc9bab2a4319b04cca958675e267.pdf,b99c3f34094542d3856e6b04ac54103e.pdf,0
20353a45b1ea4844a2493f391f2e5e4e.pdf,63ab45933f284afabad05f81e7a41d95.pdf,1
f4c18137dfac4359940c46c6ded1b95e.pdf,34c902a89df442f783f42d84afaeb348.pdf,1
bac1fc9bab2a4319b04cca958675e267.pdf,3bf3402fb59a47c9b01753cbfd837bb4.pdf,0
bc923d1430af47c2a9e0350acaf03dd1.pdf,34c902a89df442f783f42d84afaeb348.pdf,0
72cc5ab883164287905ef357218c0c9a.pdf,64931045b5e441039dc604d55031274e.pdf,1
